ID,Category,Question,Answer,Type,Register,Source Reliability,Time-Sensitive,Split,Source / Notes
999,Library,"Just wondering, where can I find past BRAC University theses and internship reports online?","Past theses, internship/project reports, and other research output are archived in the BRAC University Institutional Repository (DSpace, at dspace.bracu.ac.bd), which is maintained in coordination with the Ayesha Abed Library.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
1000,Library,"Kind of urgent, but can the library recall a book I've borrowed before the due date?","Yes, the library reserves the right to recall borrowed materials before the due date if the item is urgently needed, and it will notify the borrower accordingly.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
1001,Library,"Kind of urgent, but does the library subscribe to subject-specific databases beyond general publishers like Elsevier or Springer?","Yes, in addition to broad multidisciplinary publishers, the library's database subscriptions cover discipline-specific needs (e.g., finance and pharmacy content via ScienceDirect, engineering/management content via McGraw-Hill), so coverage varies by subject area rather than being one single database.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,Ayesha Abed Library
1002,Library,"Kind of urgent, but how can I check for plagiarism in my thesis or assignment?","The library provides a Turnitin similarity-check service. Students can typically request a similarity/plagiarism check through the library's designated service, or consult the librarian (librarian@bracu.ac.bd) for guidance.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
1003,Library,"Kind of urgent, but is the library open on government holidays?","No, the Ayesha Abed Library is closed on government holidays.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1004,Library,"Kind of urgent, but what is the Digital Scholarship Lab at the Ayesha Abed Library?","The Digital Scholarship Lab is a dedicated space within the library used for research-support sessions, such as plagiarism-check/Turnitin training and other digital research-skills workshops for students and faculty.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,val,Ayesha Abed Library (library.bracu.ac.bd) - Digital Scholarship Lab and repository pages
1005,Library,"Kind of urgent, but what kind of resources does the Ayesha Abed Library provide access to?","The library offers a large collection of printed books and tens of thousands of e-books, plus subscriptions to major academic databases and publishers such as McGraw-Hill, Cambridge University Press, Pearson, SAGE, Oxford University Press, Project MUSE and ScienceDirect, covering engineering, business, humanities, law, and the sciences.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
1006,Library,"New student here, can alumni or the general public access the Ayesha Abed Library?","Library access privileges are primarily designed for current BRAC University students, faculty and staff; alumni and external visitors typically need to check with the library directly about any limited access or reference-use arrangements, since borrowing privileges are tied to an active BRACU account.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library - Borrowing Privileges page (library.bracu.ac.bd)
1007,Library,"New student here, can I take food to the library?","No food or drinks are allowed, but you may bring a water bottle.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1008,Library,"New student here, does the library offer any support specifically for finding a thesis supervisor's or department's past research?","The library's information-literacy sessions cover finding previous theses and other student projects as part of their standard orientation curriculum, in addition to help from the Institutional Repository search interface.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,Ayesha Abed Library orientation session curriculum (library.bracu.ac.bd)
1009,Library,"New student here, does the library provide help specifically with using citation management or referencing tools?","Yes, referencing and citation guideline instruction is part of the library's standard information-literacy curriculum, helping students apply the correct format for their thesis, reports, and coursework.",Paraphrase,Synthesized (official/secondary sources),Medium (secondary/third-party source),No,train,Ayesha Abed Library
1010,Library,"New student here, how can I access the library's e-resources from off campus?","Most e-resources are accessible on campus automatically through IP recognition within the BRACU network. From off campus, students and staff can log in through their MyAthens/OpenAthens account (login.openathens.net/auth/bracu.ac.bd) using their university credentials.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,train,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
1011,Library,"New student here, provide me the contact information of library staffs?","You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,test,BRACU internal FAQ dataset
1012,Library,"New student here, what things are allowed to bring in library?","You are welcome to bring your study materials, such as books and pens. However, please note that bags are not permitted inside. Additionally, no food or drinks are allowed, but you may bring a water bottle.",Paraphrase,Student-submitted (original dataset),"Medium (internal dataset, not independently re-verified)",No,train,BRACU internal FAQ dataset
1013,Library,No idea if this is written down anywhere — can I renew a book I have borrowed from the library?,"Yes, an item can be renewed if no other user has placed a hold on it. Renewal can be done through the online catalogue (OPAC) or by contacting the circulation desk.",Paraphrase,Synthesized (official/secondary sources),High (cites bracu.ac.bd or an official PDF directly),No,test,"Ayesha Abed Library, BRAC University (library.bracu.ac.bd)"
