ID,Category,Question (Banglish),Answer (English),Source Reliability,Time-Sensitive,Split,Source / Notes
399,Extracurricular Activities,Notun event organize korar jonno kivabe apply korbo?,Submit the Event proposal with the advisor's approval (Advisor will must have his signature in the proposal). The proposal must contain detailed information on the event plan and budget. Email the proposal to <student_org@bracu.ac.bd> and cc the club advisor.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
400,Extracurricular Activities,OCA ke kivabe contact korbo?,"Office of Co-curricular Activities (OCA)
Address: level 2
Website: Office of Co-Curricular Activities (OCA) 
Email: student_org@bracu.ac.bd","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
401,Extracurricular Activities,Offline program er budget koto?,"Event Budget must be pre-approved by the OCA. All documents submitted must be authentic and accurate.

• Submitted all relevant documents including but not limited to receipts, forms, and screenshots - electronically (scanned copies) at student_org@bracu.ac.bd

• Bank Account details for transfer of funds. If you do not have a bank account, then reimbursement will occur if the university re-opens in person. Any kind of mobile banking is not allowed.

• All hard copies must be retained and submitted to the university in person. It is a mandatory process. So, keep your expenditure copies properly. Failing to submit appropriate bills will result in non-disbursement fund or restrictions on future funding.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
402,Extracurricular Activities,Online club event organize korar jonno kivabe apply korbo?,"Student Organizations (clubs/societies) may organize online events:

1. Clubs/Societies will plan student activities either on online platforms or physically like the traditional way.

2. The official time of the programs will be in between : 11 am to 5 pm

3. Must submit the proposal by email before 10 working days of the event to student_org@bracu.ac.bd and cc to <club advisor/co-advisor>

4. In the proposal, club must provide the following information:

• Specific Topic or Objective
• Online Platform (Facebook, Instagram other apps) if the progam to be hosted on Online. And if offline then the Club activity room number or Auditorium or the lecture theatre number. 
• Attendees (Public or Private)
• Recording Consent/Acknowledgement
• Have a Designated Moderator
• Time and Date / Length of Program
• Detail about activities
• Provide one contact number for emergency communication
• Mention if need any budget/sponsorship is applicable","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
403,Extracurricular Activities,Online program er budget koto?,"Event Budget must be pre-approved by the OCA. All documents submitted must be authentic and accurate.

• Submitted all relevant documents including but not limited to receipts, forms, and screenshots - electronically (scanned copies) at student_org@bracu.ac.bd

• Bank Account details for transfer of funds. If you do not have a bank account, then reimbursement will occur if the university re-opens in person. Any kind of mobile banking is not allowed.

• All hard copies must be retained and submitted once the university re-opens in person. It is a mandatory process. So, keep your expenditure copies properly. Failing to submit appropriate bills will result in non-disbursement fund or restrictions on future funding.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
404,Extracurricular Activities,Seminar er jonno room kivabe book korbo?,"Visit: Room Booking Form. You must discuss the seminar with the Office of Co-Curricular Activities (OCA) and obtain permission. Once approved, complete the form, have it signed by your advisor, and submit it to OCA. Processing takes approximately three days.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
405,Extracurricular Activities,Specific club shomporke ami aro kivabe janbo?,"Visit BRACU Clubs Page. Since the website is not fully functional yet, monitor clubs' Facebook pages for updates.
and page link: https://www.bracu.ac.bd/campus-life/office-co-curricular-activities/list-brac-university-clubsocietyforum","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
406,Extracurricular Activities,University te ami kothay indoor game khelte parbo?,You can play indoor games at the Multipurpose Hall and in dedicated rooms on the 6th floor.,"Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
407,Extracurricular Activities,University te ki ki sports team ache?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","Medium (internal dataset, not independently re-verified)",No,test,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
408,Extracurricular Activities,University te ki ki type er extracurricular activity ache?,"Our university offers a diverse range of extracurricular activities, including student-run clubs (e.g., debate, photography), sports teams, and fitness classes. You can also join cultural and artistic groups, volunteer in community service projects, and participate in leadership programs. Academic competitions, like hackathons and research challenges, are also available to help you grow and connect with peers.","Medium (internal dataset, not independently re-verified)",No,train,"BRACU internal FAQ dataset [Banglish paraphrase: hand-written by Claude, genuine Bangla-English code-switching, not mechanical translation.]"
